annotator,sentence_number,text,annotator_label,model_entities
model,439,"There's nothing quite like your own child, Lincoln said.",l,"[{'entity_group': 'LABEL_0', 'score': 0.9923124, 'word': ""There's nothing quite like your own child, Lincoln said."", 'start': 0, 'end': 56}]"
model,440,But you understand how Marion feels too.,m,"[{'entity_group': 'LABEL_0', 'score': 0.9999897, 'word': 'But you understand how Marion', 'start': 0, 'end': 29}, {'entity_group': 'LABEL_1', 'score': 0.9986547, 'word': 'feel', 'start': 30, 'end': 34}, {'entity_group': 'LABEL_0', 'score': 0.9999922, 'word': 's too.', 'start': 34, 'end': 40}]"
model,441,"She's forgotten how hard I worked for seven years there, Charlie said.",m,"[{'entity_group': 'LABEL_0', 'score': 0.99992454, 'word': ""She's forgotten how"", 'start': 0, 'end': 19}, {'entity_group': 'LABEL_1', 'score': 0.99858105, 'word': 'hard', 'start': 20, 'end': 24}, {'entity_group': 'LABEL_0', 'score': 0.9827657, 'word': 'I worked for seven years there, Charlie said.', 'start': 25, 'end': 70}]"
model,442,She just remembers one night.,l,"[{'entity_group': 'LABEL_0', 'score': 0.9999852, 'word': 'She just remembers one night.', 'start': 0, 'end': 29}]"
model,443,There's another thing.,m,"[{'entity_group': 'LABEL_0', 'score': 0.9999459, 'word': ""There's another"", 'start': 0, 'end': 15}, {'entity_group': 'LABEL_1', 'score': 0.9990007, 'word': 'thing', 'start': 16, 'end': 21}, {'entity_group': 'LABEL_0', 'score': 0.99998534, 'word': '.', 'start': 21, 'end': 22}]"
model,444,Lincoln hesitated.,l,"[{'entity_group': 'LABEL_0', 'score': 0.99997586, 'word': 'Lincoln hesitated.', 'start': 0, 'end': 18}]"
model,445,"While you and Helen were tearing around Europe throwing money away, we were just getting along.",m,"[{'entity_group': 'LABEL_0', 'score': 0.99997014, 'word': 'While you and Helen were', 'start': 0, 'end': 24}, {'entity_group': 'LABEL_1', 'score': 0.9127266, 'word': 'te', 'start': 25, 'end': 27}, {'entity_group': 'LABEL_0', 'score': 0.9964644, 'word': 'aring around Europe throwing money away, we were just getting along.', 'start': 27, 'end': 95}]"
model,446,I didn't touch any of the prosperity because I never got ahead enough to carry anything but my insurance.,m,"[{'entity_group': 'LABEL_0', 'score': 0.99997437, 'word': ""I didn't"", 'start': 0, 'end': 8}, {'entity_group': 'LABEL_1', 'score': 0.99991715, 'word': 'touch', 'start': 9, 'end': 14}, {'entity_group': 'LABEL_0', 'score': 0.9999796, 'word': 'any of the prosperity because I never', 'start': 15, 'end': 52}, {'entity_group': 'LABEL_1', 'score': 0.9997479, 'word': 'got ahead', 'start': 53, 'end': 62}, {'entity_group': 'LABEL_0', 'score': 0.9999924, 'word': 'enough to', 'start': 63, 'end': 72}, {'entity_group': 'LABEL_1', 'score': 0.9175002, 'word': 'carry', 'start': 73, 'end': 78}, {'entity_group': 'LABEL_0', 'score': 0.99999, 'word': 'anything but my insurance.', 'start': 79, 'end': 105}]"
model,447,"I think Marion felt there was some kind of injustice in it--you not even working toward the end, and getting richer and richer.",m,"[{'entity_group': 'LABEL_0', 'score': 0.99999034, 'word': 'I think Marion', 'start': 0, 'end': 14}, {'entity_group': 'LABEL_1', 'score': 0.99990535, 'word': 'felt', 'start': 15, 'end': 19}, {'entity_group': 'LABEL_0', 'score': 0.9997195, 'word': 'there was some kind of injustice', 'start': 20, 'end': 52}, {'entity_group': 'LABEL_1', 'score': 0.9995466, 'word': 'in', 'start': 53, 'end': 55}, {'entity_group': 'LABEL_0', 'score': 0.9997982, 'word': 'it--you not even working', 'start': 56, 'end': 80}, {'entity_group': 'LABEL_1', 'score': 0.9997646, 'word': 'toward', 'start': 81, 'end': 87}, {'entity_group': 'LABEL_0', 'score': 0.9999931, 'word': 'the', 'start': 88, 'end': 91}, {'entity_group': 'LABEL_1', 'score': 0.9996339, 'word': 'end', 'start': 92, 'end': 95}, {'entity_group': 'LABEL_0', 'score': 0.9998813, 'word': ', and getting richer and richer.', 'start': 95, 'end': 127}]"
model,448,"It went just as quick as it came, said Charlie.",m,"[{'entity_group': 'LABEL_0', 'score': 0.9999926, 'word': 'It', 'start': 0, 'end': 2}, {'entity_group': 'LABEL_1', 'score': 0.99678457, 'word': 'went', 'start': 3, 'end': 7}, {'entity_group': 'LABEL_0', 'score': 0.9674382, 'word': 'just as quick as it', 'start': 8, 'end': 27}, {'entity_group': 'LABEL_1', 'score': 0.99422014, 'word': 'came', 'start': 28, 'end': 32}, {'entity_group': 'LABEL_0', 'score': 0.99998903, 'word': ', said Charlie.', 'start': 32, 'end': 47}]"
model,449,"Yes, a lot of it stayed in the hands of chasseurs and saxophone players and maetres d'hotel--well, the big party's over now.",m,"[{'entity_group': 'LABEL_0', 'score': 0.9999888, 'word': 'Yes, a', 'start': 0, 'end': 6}, {'entity_group': 'LABEL_1', 'score': 0.7993608, 'word': 'lot', 'start': 7, 'end': 10}, {'entity_group': 'LABEL_0', 'score': 0.96891475, 'word': 'of it stayed', 'start': 11, 'end': 23}, {'entity_group': 'LABEL_1', 'score': 0.9876628, 'word': 'in', 'start': 24, 'end': 26}, {'entity_group': 'LABEL_0', 'score': 0.9999963, 'word': 'the', 'start': 27, 'end': 30}, {'entity_group': 'LABEL_1', 'score': 0.8605457, 'word': 'hands', 'start': 31, 'end': 36}, {'entity_group': 'LABEL_0', 'score': 0.99902225, 'word': ""of chasseurs and saxophone players and maetres d'hotel--well, the"", 'start': 37, 'end': 102}, {'entity_group': 'LABEL_1', 'score': 0.9974891, 'word': 'big', 'start': 103, 'end': 106}, {'entity_group': 'LABEL_0', 'score': 0.95221335, 'word': ""party's over now."", 'start': 107, 'end': 124}]"
model,450,I just said that to explain Marion's feeling about those crazy years.,m,"[{'entity_group': 'LABEL_0', 'score': 0.9999921, 'word': 'I just said', 'start': 0, 'end': 11}, {'entity_group': 'LABEL_1', 'score': 0.99964213, 'word': 'that', 'start': 12, 'end': 16}, {'entity_group': 'LABEL_0', 'score': 0.9996805, 'word': ""to explain Marion's"", 'start': 17, 'end': 36}, {'entity_group': 'LABEL_1', 'score': 0.99974763, 'word': 'feeling about those crazy', 'start': 37, 'end': 62}, {'entity_group': 'LABEL_0', 'score': 0.999993, 'word': 'years.', 'start': 63, 'end': 69}]"
model,451,"If you drop in about six o'clock tonight before Marion's too tired, we'll settle the details on the spot.",m,"[{'entity_group': 'LABEL_0', 'score': 0.99662954, 'word': 'If you drop in', 'start': 0, 'end': 14}, {'entity_group': 'LABEL_1', 'score': 0.9999391, 'word': 'about', 'start': 15, 'end': 20}, {'entity_group': 'LABEL_0', 'score': 0.9999462, 'word': ""six o'clock tonight"", 'start': 21, 'end': 40}, {'entity_group': 'LABEL_1', 'score': 0.999173, 'word': 'before', 'start': 41, 'end': 47}, {'entity_group': 'LABEL_0', 'score': 0.99995595, 'word': ""Marion's too tired, we'll"", 'start': 48, 'end': 73}, {'entity_group': 'LABEL_1', 'score': 0.99730206, 'word': 'settle', 'start': 74, 'end': 80}, {'entity_group': 'LABEL_0', 'score': 0.9999969, 'word': 'the', 'start': 81, 'end': 84}, {'entity_group': 'LABEL_1', 'score': 0.78069174, 'word': 'details on', 'start': 85, 'end': 95}, {'entity_group': 'LABEL_0', 'score': 0.9999949, 'word': 'the', 'start': 96, 'end': 99}, {'entity_group': 'LABEL_1', 'score': 0.9988619, 'word': 'spot', 'start': 100, 'end': 104}, {'entity_group': 'LABEL_0', 'score': 0.99998796, 'word': '.', 'start': 104, 'end': 105}]"
model,452,"Back at his hotel, Charlie found a pneumatique that had been redirected from the Ritz bar where Charlie had left his address for the purpose of finding a certain man.",m,"[{'entity_group': 'LABEL_1', 'score': 0.999571, 'word': 'Back', 'start': 0, 'end': 4}, {'entity_group': 'LABEL_0', 'score': 0.9999284, 'word': 'at his hotel, Charlie found a pneumatique that had been', 'start': 5, 'end': 60}, {'entity_group': 'LABEL_1', 'score': 0.95531785, 'word': 're', 'start': 61, 'end': 63}, {'entity_group': 'LABEL_0', 'score': 0.9745542, 'word': 'directed from the Ritz bar where Charlie had', 'start': 63, 'end': 107}, {'entity_group': 'LABEL_1', 'score': 0.9107968, 'word': 'left', 'start': 108, 'end': 112}, {'entity_group': 'LABEL_0', 'score': 0.9999446, 'word': 'his address for the purpose of finding a certain man.', 'start': 113, 'end': 166}]"
model,453,DEAR CHARLIE:,l,"[{'entity_group': 'LABEL_0', 'score': 0.99978715, 'word': 'DEAR CHARLIE:', 'start': 0, 'end': 13}]"
model,454,You were so strange when we saw you the other day that I wondered if I did something to offend you.,l,"[{'entity_group': 'LABEL_0', 'score': 0.9999907, 'word': 'You were so strange when we saw you the other day that I wondered if I did something to offend you.', 'start': 0, 'end': 99}]"
model,455,"If so, I'm not conscious of it.",m,"[{'entity_group': 'LABEL_0', 'score': 0.9999816, 'word': ""If so, I'm not"", 'start': 0, 'end': 14}, {'entity_group': 'LABEL_1', 'score': 0.9588278, 'word': '', 'start': 15, 'end': 16}, {'entity_group': 'LABEL_0', 'score': 0.99713373, 'word': 'conscious of it.', 'start': 15, 'end': 31}]"
model,456,"In fact, I have thought about you too much for the last year, and it's always been in the back of my mind that I might see you if I came over here.",m,"[{'entity_group': 'LABEL_1', 'score': 0.99996877, 'word': 'In', 'start': 0, 'end': 2}, {'entity_group': 'LABEL_0', 'score': 0.99999493, 'word': 'fact, I have thought', 'start': 3, 'end': 23}, {'entity_group': 'LABEL_1', 'score': 0.99991274, 'word': 'about', 'start': 24, 'end': 29}, {'entity_group': 'LABEL_0', 'score': 0.99999154, 'word': ""you too much for the last year, and it's always been"", 'start': 30, 'end': 82}, {'entity_group': 'LABEL_1', 'score': 0.99995315, 'word': 'in', 'start': 83, 'end': 85}, {'entity_group': 'LABEL_0', 'score': 0.99999654, 'word': 'the', 'start': 86, 'end': 89}, {'entity_group': 'LABEL_1', 'score': 0.99989676, 'word': 'back', 'start': 90, 'end': 94}, {'entity_group': 'LABEL_0', 'score': 0.99996465, 'word': 'of my mind that I might see you if I came over here.', 'start': 95, 'end': 147}]"
model,457,"We did have such good times that crazy spring, like the night you",m,"[{'entity_group': 'LABEL_0', 'score': 0.999985, 'word': 'We did', 'start': 0, 'end': 6}, {'entity_group': 'LABEL_1', 'score': 0.9999707, 'word': 'have', 'start': 7, 'end': 11}, {'entity_group': 'LABEL_0', 'score': 0.9999853, 'word': 'such good times', 'start': 12, 'end': 27}, {'entity_group': 'LABEL_1', 'score': 0.99940014, 'word': 'that crazy', 'start': 28, 'end': 38}, {'entity_group': 'LABEL_0', 'score': 0.99861664, 'word': 'spring, like the night you', 'start': 39, 'end': 65}]"
model,458,"and I stole the butcher's tricycle, and the time we tried to call on the president and you had the old derby rim and the wire cane.",m,"[{'entity_group': 'LABEL_0', 'score': 0.99983734, 'word': ""and I stole the butcher's tricycle, and the time we tried to call"", 'start': 0, 'end': 65}, {'entity_group': 'LABEL_1', 'score': 0.99730444, 'word': 'on', 'start': 66, 'end': 68}, {'entity_group': 'LABEL_0', 'score': 0.9999035, 'word': 'the president and you had the old derby rim and the wire cane.', 'start': 69, 'end': 131}]"
model,459,"Everybody seems so old lately, but I don't feel old a bit.",m,"[{'entity_group': 'LABEL_0', 'score': 0.9999448, 'word': ""Everybody seems so old lately, but I don't"", 'start': 0, 'end': 42}, {'entity_group': 'LABEL_1', 'score': 0.9995733, 'word': 'feel', 'start': 43, 'end': 47}, {'entity_group': 'LABEL_0', 'score': 0.99572694, 'word': 'old a bit.', 'start': 48, 'end': 58}]"
model,460,Couldn't we get together some time today for old time's sake?,m,"[{'entity_group': 'LABEL_0', 'score': 0.9999796, 'word': ""Couldn't we"", 'start': 0, 'end': 11}, {'entity_group': 'LABEL_1', 'score': 0.9999713, 'word': 'get', 'start': 12, 'end': 15}, {'entity_group': 'LABEL_0', 'score': 0.99990904, 'word': 'together some time today for', 'start': 16, 'end': 44}, {'entity_group': 'LABEL_1', 'score': 0.9976629, 'word': 'old', 'start': 45, 'end': 48}, {'entity_group': 'LABEL_0', 'score': 0.9991991, 'word': ""time's sake?"", 'start': 49, 'end': 61}]"
model,461,"I've got a vile hang-over for the moment, but will be feeling better this afternoon and will look for you about five in the sweat-shop at the Ritz.",m,"[{'entity_group': 'LABEL_0', 'score': 0.99996966, 'word': ""I've"", 'start': 0, 'end': 4}, {'entity_group': 'LABEL_1', 'score': 0.99993753, 'word': 'got', 'start': 5, 'end': 8}, {'entity_group': 'LABEL_0', 'score': 0.9223895, 'word': 'a vile hang-', 'start': 9, 'end': 21}, {'entity_group': 'LABEL_1', 'score': 0.9955983, 'word': 'over', 'start': 21, 'end': 25}, {'entity_group': 'LABEL_0', 'score': 0.99982876, 'word': 'for the moment, but will be', 'start': 26, 'end': 53}, {'entity_group': 'LABEL_1', 'score': 0.989576, 'word': 'feeling', 'start': 54, 'end': 61}, {'entity_group': 'LABEL_0', 'score': 0.9999956, 'word': 'better', 'start': 62, 'end': 68}, {'entity_group': 'LABEL_1', 'score': 0.99995637, 'word': 'this', 'start': 69, 'end': 73}, {'entity_group': 'LABEL_0', 'score': 0.94344217, 'word': 'afternoon and will look for you', 'start': 74, 'end': 105}, {'entity_group': 'LABEL_1', 'score': 0.99992216, 'word': 'about', 'start': 106, 'end': 111}, {'entity_group': 'LABEL_0', 'score': 0.9999779, 'word': 'five in the sweat-shop at the Ritz.', 'start': 112, 'end': 147}]"
model,462,"Always devotedly, LORRAINE.",l,"[{'entity_group': 'LABEL_0', 'score': 0.9970516, 'word': 'Always devotedly, LORRAINE.', 'start': 0, 'end': 27}]"
model,463,"His first feeling was one of awe that he had actually, in his mature years, stolen a tricycle and pedalled Lorraine all over the Etoile between the small hours and dawn.",m,"[{'entity_group': 'LABEL_0', 'score': 0.99532866, 'word': 'His first feeling was one of awe that he had actually,', 'start': 0, 'end': 54}, {'entity_group': 'LABEL_1', 'score': 0.9999733, 'word': 'in', 'start': 55, 'end': 57}, {'entity_group': 'LABEL_0', 'score': 0.9999962, 'word': 'his', 'start': 58, 'end': 61}, {'entity_group': 'LABEL_1', 'score': 0.9990067, 'word': 'mature', 'start': 62, 'end': 68}, {'entity_group': 'LABEL_0', 'score': 0.99993765, 'word': 'years, stolen a tricycle and pedalled Lorraine all over the Etoile', 'start': 69, 'end': 135}, {'entity_group': 'LABEL_1', 'score': 0.9999058, 'word': 'between', 'start': 136, 'end': 143}, {'entity_group': 'LABEL_0', 'score': 0.99999714, 'word': 'the', 'start': 144, 'end': 147}, {'entity_group': 'LABEL_1', 'score': 0.93977463, 'word': 'small', 'start': 148, 'end': 153}, {'entity_group': 'LABEL_0', 'score': 0.9999943, 'word': 'hours and dawn.', 'start': 154, 'end': 169}]"
model,464,In retrospect it was a nightmare.,m,"[{'entity_group': 'LABEL_1', 'score': 0.9999455, 'word': 'In', 'start': 0, 'end': 2}, {'entity_group': 'LABEL_0', 'score': 0.9999166, 'word': 'retrospect it was a night', 'start': 3, 'end': 28}, {'entity_group': 'LABEL_1', 'score': 0.63858175, 'word': 'mare', 'start': 28, 'end': 32}, {'entity_group': 'LABEL_0', 'score': 0.99998546, 'word': '.', 'start': 32, 'end': 33}]"
model,465,"Locking out Helen didn't fit in with any other act of his life, but the tricycle incident did--it was one of many.",m,"[{'entity_group': 'LABEL_0', 'score': 0.9427094, 'word': ""Locking out Helen didn't fit in"", 'start': 0, 'end': 31}, {'entity_group': 'LABEL_1', 'score': 0.99821186, 'word': 'with', 'start': 32, 'end': 36}, {'entity_group': 'LABEL_0', 'score': 0.9987895, 'word': 'any other act of his life, but the tricycle incident', 'start': 37, 'end': 89}, {'entity_group': 'LABEL_1', 'score': 0.84460413, 'word': 'did', 'start': 90, 'end': 93}, {'entity_group': 'LABEL_0', 'score': 0.9999488, 'word': '--it was one of many.', 'start': 93, 'end': 114}]"
model,466,How many weeks or months of dissipation to arrive at that condition of utter irresponsibility?,m,"[{'entity_group': 'LABEL_0', 'score': 0.9999357, 'word': 'How many weeks or months of', 'start': 0, 'end': 27}, {'entity_group': 'LABEL_1', 'score': 0.9829229, 'word': 'dissip', 'start': 28, 'end': 34}, {'entity_group': 'LABEL_0', 'score': 0.77433157, 'word': 'ation to', 'start': 34, 'end': 42}, {'entity_group': 'LABEL_1', 'score': 0.99972993, 'word': 'arrive at that', 'start': 43, 'end': 57}, {'entity_group': 'LABEL_0', 'score': 0.9977267, 'word': 'condition of utter irresponsibility?', 'start': 58, 'end': 94}]"
model,467,"He tried to picture how Lorraine had appeared to him then--very attractive; Helen was unhappy about it, though she said nothing.",m,"[{'entity_group': 'LABEL_0', 'score': 0.9999869, 'word': 'He tried to', 'start': 0, 'end': 11}, {'entity_group': 'LABEL_1', 'score': 0.98930013, 'word': 'picture', 'start': 12, 'end': 19}, {'entity_group': 'LABEL_0', 'score': 0.9999655, 'word': 'how Lorraine had appeared', 'start': 20, 'end': 45}, {'entity_group': 'LABEL_1', 'score': 0.99981314, 'word': 'to', 'start': 46, 'end': 48}, {'entity_group': 'LABEL_0', 'score': 0.9999762, 'word': 'him then--very attractive; Helen was unhappy', 'start': 49, 'end': 93}, {'entity_group': 'LABEL_1', 'score': 0.9999218, 'word': 'about', 'start': 94, 'end': 99}, {'entity_group': 'LABEL_0', 'score': 0.99998724, 'word': 'it, though she said nothing.', 'start': 100, 'end': 128}]"
model,468,"Yesterday, in the restaurant, Lorraine had seemed trite, blurred, worn away.",m,"[{'entity_group': 'LABEL_0', 'score': 0.9841395, 'word': 'Yesterday, in the restaurant, Lorraine had seemed trite, blurred, ', 'start': 0, 'end': 67}, {'entity_group': 'LABEL_1', 'score': 0.67191195, 'word': 'wor', 'start': 66, 'end': 69}, {'entity_group': 'LABEL_0', 'score': 0.9561259, 'word': 'n away.', 'start': 69, 'end': 76}]"
model,469,"He emphatically did not want to see her, and he was glad Alix had not given away his hotel address.",m,"[{'entity_group': 'LABEL_0', 'score': 0.9994486, 'word': 'He emphatically did not want to see her, and he was glad Alix had not given', 'start': 0, 'end': 75}, {'entity_group': 'LABEL_1', 'score': 0.7480236, 'word': 'away', 'start': 76, 'end': 80}, {'entity_group': 'LABEL_0', 'score': 0.9999857, 'word': 'his hotel address.', 'start': 81, 'end': 99}]"
model,470,"It was a relief to think, instead, of Honoria, to think of Sundays spent with her and of saying good morning to her and of knowing she was there in his house at night, drawing her breath in the darkness.",m,"[{'entity_group': 'LABEL_0', 'score': 0.9999957, 'word': 'It was a', 'start': 0, 'end': 8}, {'entity_group': 'LABEL_1', 'score': 0.99477214, 'word': 'relief', 'start': 9, 'end': 15}, {'entity_group': 'LABEL_0', 'score': 0.99996984, 'word': 'to think, instead, of Honoria, to think of Sundays', 'start': 16, 'end': 66}, {'entity_group': 'LABEL_1', 'score': 0.9706562, 'word': 'spent', 'start': 67, 'end': 72}, {'entity_group': 'LABEL_0', 'score': 0.9999775, 'word': 'with her and of saying good morning', 'start': 73, 'end': 108}, {'entity_group': 'LABEL_1', 'score': 0.9998827, 'word': 'to', 'start': 109, 'end': 111}, {'entity_group': 'LABEL_0', 'score': 0.99998397, 'word': 'her and of knowing she was there in his house', 'start': 112, 'end': 157}, {'entity_group': 'LABEL_1', 'score': 0.99967504, 'word': 'at', 'start': 158, 'end': 160}, {'entity_group': 'LABEL_0', 'score': 0.9999937, 'word': 'night,', 'start': 161, 'end': 167}, {'entity_group': 'LABEL_1', 'score': 0.99984026, 'word': 'drawing', 'start': 168, 'end': 175}, {'entity_group': 'LABEL_0', 'score': 0.9999485, 'word': 'her breath', 'start': 176, 'end': 186}, {'entity_group': 'LABEL_1', 'score': 0.9997795, 'word': 'in', 'start': 187, 'end': 189}, {'entity_group': 'LABEL_0', 'score': 0.9999624, 'word': 'the darkness.', 'start': 190, 'end': 203}]"
model,471,"At five he took a taxi and bought presents for all the Peters--a piquant cloth doll, a box of Roman soldiers, flowers for Marion, big linen handkerchiefs for Lincoln.",m,"[{'entity_group': 'LABEL_1', 'score': 0.99916255, 'word': 'At', 'start': 0, 'end': 2}, {'entity_group': 'LABEL_0', 'score': 0.99999315, 'word': 'five he', 'start': 3, 'end': 10}, {'entity_group': 'LABEL_1', 'score': 0.9964026, 'word': 'took', 'start': 11, 'end': 15}, {'entity_group': 'LABEL_0', 'score': 0.99989426, 'word': 'a taxi and bought presents for all the Peters--a piquant cloth doll, a box of Roman soldiers, flowers for Marion, big linen handkerchiefs for Lincoln.', 'start': 16, 'end': 166}]"
model,472,"He saw, when he arrived in the apartment, that Marion had accepted the inevitable.",m,"[{'entity_group': 'LABEL_0', 'score': 0.99999666, 'word': 'He', 'start': 0, 'end': 2}, {'entity_group': 'LABEL_1', 'score': 0.9480337, 'word': 'saw', 'start': 3, 'end': 6}, {'entity_group': 'LABEL_0', 'score': 0.99994713, 'word': ', when he arrived in the apartment, that Marion had accepted the inevitable.', 'start': 6, 'end': 82}]"
model,473,"She greeted him now as though he were a recalcitrant member of the family, rather than a menacing outsider.",m,"[{'entity_group': 'LABEL_0', 'score': 0.99690264, 'word': 'She greeted him now as though he were a recalcitrant', 'start': 0, 'end': 52}, {'entity_group': 'LABEL_1', 'score': 0.9975218, 'word': 'member', 'start': 53, 'end': 59}, {'entity_group': 'LABEL_0', 'score': 0.99934196, 'word': 'of the family, rather than a menacing outsider.', 'start': 60, 'end': 107}]"
model,474,Honoria had been told she was going; Charlie was glad to see that her tact made her conceal her excessive happiness.,m,"[{'entity_group': 'LABEL_0', 'score': 0.97324, 'word': 'Honoria had been told she was going; Charlie was glad to see that her', 'start': 0, 'end': 69}, {'entity_group': 'LABEL_1', 'score': 0.5862612, 'word': 'tac', 'start': 70, 'end': 73}, {'entity_group': 'LABEL_0', 'score': 0.99852175, 'word': 't', 'start': 73, 'end': 74}, {'entity_group': 'LABEL_1', 'score': 0.99960226, 'word': 'made', 'start': 75, 'end': 79}, {'entity_group': 'LABEL_0', 'score': 0.99999166, 'word': 'her', 'start': 80, 'end': 83}, {'entity_group': 'LABEL_1', 'score': 0.98784006, 'word': 'conceal', 'start': 84, 'end': 91}, {'entity_group': 'LABEL_0', 'score': 0.99998856, 'word': 'her excessive happiness.', 'start': 92, 'end': 116}]"
model,475,Only on his lap did she whisper her delight and the question When? before she slipped away with the other children.,l,"[{'entity_group': 'LABEL_0', 'score': 0.9995388, 'word': 'Only on his lap did she whisper her delight and the question When? before she slipped away with the other children.', 'start': 0, 'end': 115}]"
model,476,"He and Marion were alone for a minute in the room, and on an impulse he spoke out boldly: Family quarrels are bitter things.",m,"[{'entity_group': 'LABEL_0', 'score': 0.99997014, 'word': 'He and Marion were alone for a minute in the room, and', 'start': 0, 'end': 54}, {'entity_group': 'LABEL_1', 'score': 0.9999553, 'word': 'on', 'start': 55, 'end': 57}, {'entity_group': 'LABEL_0', 'score': 0.99999106, 'word': 'an', 'start': 58, 'end': 60}, {'entity_group': 'LABEL_1', 'score': 0.95288086, 'word': 'impulse', 'start': 61, 'end': 68}, {'entity_group': 'LABEL_0', 'score': 0.9994501, 'word': 'he spoke out ', 'start': 69, 'end': 83}, {'entity_group': 'LABEL_1', 'score': 0.98620343, 'word': 'bold', 'start': 82, 'end': 86}, {'entity_group': 'LABEL_0', 'score': 0.9999257, 'word': 'ly: Family quarrels are', 'start': 86, 'end': 109}, {'entity_group': 'LABEL_1', 'score': 0.9997353, 'word': 'bitter things', 'start': 110, 'end': 123}, {'entity_group': 'LABEL_0', 'score': 0.9999931, 'word': '.', 'start': 123, 'end': 124}]"
model,477,They don't go according to any rules.,m,"[{'entity_group': 'LABEL_0', 'score': 0.99998236, 'word': ""They don't"", 'start': 0, 'end': 10}, {'entity_group': 'LABEL_1', 'score': 0.99982697, 'word': 'go', 'start': 11, 'end': 13}, {'entity_group': 'LABEL_0', 'score': 0.9630467, 'word': 'according to any rules.', 'start': 14, 'end': 37}]"
model,478,They're not like aches or wounds; they're more like splits in the skin that won't heal because there's not enough material.,l,"[{'entity_group': 'LABEL_0', 'score': 0.9811554, 'word': ""They're not like aches or wounds; they're more like splits in the skin that won't heal because there's not enough material."", 'start': 0, 'end': 123}]"
model,479,I wish you and I could be on better terms.,m,"[{'entity_group': 'LABEL_0', 'score': 0.9999942, 'word': 'I wish you and I could be', 'start': 0, 'end': 25}, {'entity_group': 'LABEL_1', 'score': 0.9999465, 'word': 'on', 'start': 26, 'end': 28}, {'entity_group': 'LABEL_0', 'score': 0.9999944, 'word': 'better', 'start': 29, 'end': 35}, {'entity_group': 'LABEL_1', 'score': 0.9840454, 'word': 'terms', 'start': 36, 'end': 41}, {'entity_group': 'LABEL_0', 'score': 0.99999404, 'word': '.', 'start': 41, 'end': 42}]"
model,480,"Some things are hard to forget, she answered.",m,"[{'entity_group': 'LABEL_0', 'score': 0.99997294, 'word': 'Some', 'start': 0, 'end': 4}, {'entity_group': 'LABEL_1', 'score': 0.999527, 'word': 'things', 'start': 5, 'end': 11}, {'entity_group': 'LABEL_0', 'score': 0.99999464, 'word': 'are', 'start': 12, 'end': 15}, {'entity_group': 'LABEL_1', 'score': 0.99963117, 'word': 'hard', 'start': 16, 'end': 20}, {'entity_group': 'LABEL_0', 'score': 0.999988, 'word': 'to forget, she answered.', 'start': 21, 'end': 45}]"
model,481,It's a question of confidence.,l,"[{'entity_group': 'LABEL_0', 'score': 0.9997456, 'word': ""It's a question of confidence."", 'start': 0, 'end': 30}]"
model,482,"There was no answer to this and presently she asked, When do you propose to take her?",m,"[{'entity_group': 'LABEL_0', 'score': 0.9973762, 'word': 'There was no answer', 'start': 0, 'end': 19}, {'entity_group': 'LABEL_1', 'score': 0.9998282, 'word': 'to this', 'start': 20, 'end': 27}, {'entity_group': 'LABEL_0', 'score': 0.99831593, 'word': 'and presently she asked, When do you propose to take her?', 'start': 28, 'end': 85}]"
model,483,As soon as I can get a governess.,m,"[{'entity_group': 'LABEL_0', 'score': 0.9998956, 'word': 'As soon as I can', 'start': 0, 'end': 16}, {'entity_group': 'LABEL_1', 'score': 0.9994925, 'word': 'get', 'start': 17, 'end': 20}, {'entity_group': 'LABEL_0', 'score': 0.9996457, 'word': 'a governess.', 'start': 21, 'end': 33}]"
model,484,I hoped the day after tomorrow.,m,"[{'entity_group': 'LABEL_0', 'score': 0.99999106, 'word': 'I hoped the day', 'start': 0, 'end': 15}, {'entity_group': 'LABEL_1', 'score': 0.9999579, 'word': 'after', 'start': 16, 'end': 21}, {'entity_group': 'LABEL_0', 'score': 0.9999941, 'word': 'tomorrow.', 'start': 22, 'end': 31}]"
model,485,That's impossible.,m,"[{'entity_group': 'LABEL_1', 'score': 0.9986437, 'word': 'That', 'start': 0, 'end': 4}, {'entity_group': 'LABEL_0', 'score': 0.99980575, 'word': ""'s impossible."", 'start': 4, 'end': 18}]"
model,486,I've got to get her things in shape.,m,"[{'entity_group': 'LABEL_0', 'score': 0.99904865, 'word': ""I've got to get her things"", 'start': 0, 'end': 26}, {'entity_group': 'LABEL_1', 'score': 0.9995808, 'word': 'in', 'start': 27, 'end': 29}, {'entity_group': 'LABEL_0', 'score': 0.9999284, 'word': 'shape.', 'start': 30, 'end': 36}]"
model,487,Not before Saturday.,m,"[{'entity_group': 'LABEL_0', 'score': 0.9999901, 'word': 'Not', 'start': 0, 'end': 3}, {'entity_group': 'LABEL_1', 'score': 0.99988234, 'word': 'before', 'start': 4, 'end': 10}, {'entity_group': 'LABEL_0', 'score': 0.9999874, 'word': 'Saturday.', 'start': 11, 'end': 20}]"
model,488,He yielded.,l,"[{'entity_group': 'LABEL_0', 'score': 0.8931242, 'word': 'He yielded.', 'start': 0, 'end': 11}]"
model,489,"Coming back into the room, Lincoln offered him a drink.",l,"[{'entity_group': 'LABEL_0', 'score': 0.99554986, 'word': 'Coming back into the room, Lincoln offered him a drink.', 'start': 0, 'end': 55}]"
